Country,Year,FDI Flows - Outward (% of GDP)
Australia,2020,0.53613311995654
Australia,2021,0.43792474635851
Australia,2022,6.8012660533515
Australia,2005,-4.2299019675811
Australia,2006,2.9360915415586
Australia,2007,1.5281372885044
Australia,2008,2.8854099094796
Australia,2009,1.1733639893816
Australia,2010,1.3975057213096
Australia,2011,0.52418527807846
Australia,2012,0.36152703715495
Australia,2013,-0.02857220690014
Australia,2014,1.5967512026371
Australia,2015,0.63712019670343
Australia,2016,-0.23565322858846
Australia,2017,0.69485317121708
Australia,2018,0.03703072824291
Australia,2019,0.64200439230264
Australia,2020,0.53613311995654
Australia,2021,0.43792474635851
Australia,2022,6.8012660533515
Australia,2005,-4.2299019675811
Australia,2006,2.9360915415586
Australia,2007,1.5281372885044
Australia,2008,2.8854099094796
Australia,2009,1.1733639893816
Australia,2010,1.3975057213096
Australia,2011,0.52418527807846
Australia,2012,0.36152703715495
Australia,2013,-0.02857220690014
Australia,2014,1.5967512026371
Australia,2015,0.63712019670343
Australia,2016,-0.23565322858846
Australia,2017,0.69485317121708
Australia,2018,0.03703072824291
Australia,2019,0.64200439230264
Australia,2020,0.53613311995654
Australia,2021,0.43792474635851
Australia,2022,6.8012660533515
Australia,2005,-4.2299019675811
Australia,2006,2.9360915415586
Australia,2007,1.5281372885044
Australia,2008,2.8854099094796
Australia,2009,1.1733639893816
Australia,2010,1.3975057213096
Australia,2011,0.52418527807846
Australia,2012,0.36152703715495
Australia,2013,-0.02857220690014
Australia,2014,1.5967512026371
Australia,2015,0.63712019670343
Australia,2016,-0.23565322858846
Australia,2017,0.69485317121708
Australia,2018,0.03703072824291
Australia,2019,0.64200439230264
Australia,2020,0.53613311995654
Australia,2021,0.43792474635851
Australia,2022,6.8012660533515
Austria,2005,3.523827946576
Austria,2006,3.6627376593762
Austria,2007,9.2697828033822
Austria,2008,6.6776415502355
Austria,2009,2.7473675802219
Austria,2010,2.4340939230813
Austria,2011,5.0971443178886
Austria,2012,3.1901206372454
Austria,2013,3.6258395250707
Austria,2014,-0.15019058746669
Austria,2015,1.810383411454
Austria,2016,-0.33411950048247
Austria,2017,2.5592160771538
Austria,2018,1.2479441612755
Austria,2019,2.8412801874279
Austria,2020,1.7273698117546
Austria,2021,5.2944425071764
Austria,2022,1.6402974641802
Austria,2005,3.523827946576
Austria,2006,3.6627376593762
Austria,2007,9.2697828033822
Austria,2008,6.6776415502355
Austria,2009,2.7473675802219
Austria,2010,2.4340939230813
Austria,2011,5.0971443178886
Austria,2012,3.1901206372454
Austria,2013,3.6258395250707
Austria,2014,-0.15019058746669
Austria,2015,1.810383411454
Austria,2016,-0.33411950048247
Austria,2017,2.5592160771538
Austria,2018,1.2479441612755
Austria,2019,2.8412801874279
Austria,2020,1.7273698117546
Austria,2021,5.2944425071764
Austria,2022,1.6402974641802
Austria,2005,3.523827946576
Austria,2006,3.6627376593762
Austria,2007,9.2697828033822
Austria,2008,6.6776415502355
Austria,2009,2.7473675802219
Austria,2010,2.4340939230813
Austria,2011,5.0971443178886
Austria,2012,3.1901206372454
Austria,2013,3.6258395250707
Austria,2014,-0.15019058746669
Austria,2015,1.810383411454
Austria,2016,-0.33411950048247
Austria,2017,2.5592160771538
Austria,2018,1.2479441612755
Austria,2019,2.8412801874279
Austria,2020,1.7273698117546
Austria,2021,5.2944425071764
Austria,2022,1.6402974641802
Austria,2005,3.523827946576
Austria,2006,3.6627376593762
Austria,2007,9.2697828033822
Austria,2008,6.6776415502355
Austria,2009,2.7473675802219
Austria,2010,2.4340939230813
Austria,2011,5.0971443178886
Austria,2012,3.1901206372454
Austria,2013,3.6258395250707
Austria,2014,-0.15019058746669
Austria,2015,1.810383411454
Austria,2016,-0.33411950048247
Austria,2017,2.5592160771538
Austria,2018,1.2479441612755
Austria,2019,2.8412801874279
Austria,2020,1.7273698117546
Austria,2021,5.2944425071764
Austria,2022,1.6402974641802
Austria,2005,3.523827946576
Austria,2006,3.6627376593762
Austria,2007,9.2697828033822
Austria,2008,6.6776415502355
Austria,2009,2.7473675802219
Austria,2010,2.4340939230813
Austria,2011,5.0971443178886
Austria,2012,3.1901206372454
Austria,2013,3.6258395250707
Austria,2014,-0.15019058746669
Austria,2015,1.810383411454
Austria,2016,-0.33411950048247
Austria,2017,2.5592160771538
Austria,2018,1.2479441612755
Austria,2019,2.8412801874279
Austria,2020,1.7273698117546
Austria,2021,5.2944425071764
Austria,2022,1.6402974641802
Austria,2005,3.523827946576
Austria,2006,3.6627376593762
Austria,2007,9.2697828033822
Austria,2008,6.6776415502355
Austria,2009,2.7473675802219
Austria,2010,2.4340939230813
Austria,2011,5.0971443178886
Austria,2012,3.1901206372454
Austria,2013,3.6258395250707
Austria,2014,-0.15019058746669
Austria,2015,1.810383411454
Austria,2016,-0.33411950048247
Austria,2017,2.5592160771538
Austria,2018,1.2479441612755
Austria,2019,2.8412801874279
Austria,2020,1.7273698117546
Austria,2021,5.2944425071764
Austria,2022,1.6402974641802
Belgium,2012,15.525626944647
Belgium,2013,4.7630779552455
Belgium,2014,4.994007862892
Belgium,2015,13.315161565137
Belgium,2016,8.4366311548355
Belgium,2017,5.880011021516
Belgium,2018,8.0165126312968
Belgium,2019,1.1408246150568
Belgium,2020,1.0293474793884
Belgium,2021,5.0626357798757
Belgium,2022,3.5056684750554
Belgium,2012,15.525626944647
Belgium,2013,4.7630779552455
Belgium,2014,4.994007862892
Belgium,2015,13.315161565137
Belgium,2016,8.4366311548355
Belgium,2017,5.880011021516
Belgium,2018,8.0165126312968
Belgium,2019,1.1408246150568
Belgium,2020,1.0293474793884
Belgium,2021,5.0626357798757
Belgium,2022,3.5056684750554
Belgium,2012,15.525626944647
Belgium,2013,4.7630779552455
Belgium,2014,4.994007862892
Belgium,2015,13.315161565137
Belgium,2016,8.4366311548355
Belgium,2017,5.880011021516
Belgium,2018,8.0165126312968
Belgium,2019,1.1408246150568
Belgium,2020,1.0293474793884
Belgium,2021,5.0626357798757
Belgium,2022,3.5056684750554
Brazil,2005,0.28225724507079
Brazil,2006,2.5462090251165
Brazil,2007,0.50580401744324
Brazil,2008,1.2062977792894
Brazil,2009,-0.60493391617006
Brazil,2010,0.99871173117577
Brazil,2011,0.4228215383865
Brazil,2012,-0.34176490156956
Brazil,2013,-0.01933743208663
Brazil,2014,-0.13278457950058
Brazil,2015,-0.6460286339798
Brazil,2016,-0.32860580089763
Brazil,2017,0.92301813019433
Brazil,2018,-0.85217327280594
Brazil,2019,1.0159141556542
Brazil,2020,-0.87629730473117
Brazil,2021,1.2717917538412
Brazil,2022,1.7203403814957
Brazil,2005,0.28225724507079
Brazil,2006,2.5462090251165
Brazil,2007,0.50580401744324
Brazil,2008,1.2062977792894
Brazil,2009,-0.60493391617006
Brazil,2010,0.99871173117577
Brazil,2011,0.4228215383865
Brazil,2012,-0.34176490156956
Brazil,2013,-0.01933743208663
Brazil,2014,-0.13278457950058
Brazil,2015,-0.6460286339798
Brazil,2016,-0.32860580089763
Brazil,2017,0.92301813019433
Brazil,2018,-0.85217327280594
Brazil,2019,1.0159141556542
Brazil,2020,-0.87629730473117
Brazil,2021,1.2717917538412
Brazil,2022,1.7203403814957
Brazil,2005,0.28225724507079
Brazil,2006,2.5462090251165
Brazil,2007,0.50580401744324
Brazil,2008,1.2062977792894
Brazil,2009,-0.60493391617006
Brazil,2010,0.99871173117577
Brazil,2011,0.4228215383865
Brazil,2012,-0.34176490156956
Brazil,2013,-0.01933743208663
Brazil,2014,-0.13278457950058
Brazil,2015,-0.6460286339798
Brazil,2016,-0.32860580089763
Brazil,2017,0.92301813019433
Brazil,2018,-0.85217327280594
Brazil,2019,1.0159141556542
Brazil,2020,-0.87629730473117
Brazil,2021,1.2717917538412
Brazil,2022,1.7203403814957
Brazil,2005,0.28225724507079
Brazil,2006,2.5462090251165
Brazil,2007,0.50580401744324
Brazil,2008,1.2062977792894
Brazil,2009,-0.60493391617006
Brazil,2010,0.99871173117577
Brazil,2011,0.4228215383865
Brazil,2012,-0.34176490156956
Brazil,2013,-0.01933743208663
Brazil,2014,-0.13278457950058
Brazil,2015,-0.6460286339798
Brazil,2016,-0.32860580089763
Brazil,2017,0.92301813019433
Brazil,2018,-0.85217327280594
Brazil,2019,1.0159141556542
Brazil,2020,-0.87629730473117
Brazil,2021,1.2717917538412
Brazil,2022,1.7203403814957
Brazil,2005,0.28225724507079
Brazil,2006,2.5462090251165
Brazil,2007,0.50580401744324
Brazil,2008,1.2062977792894
Brazil,2009,-0.60493391617006
Brazil,2010,0.99871173117577
Brazil,2011,0.4228215383865
Brazil,2012,-0.34176490156956
Brazil,2013,-0.01933743208663
Brazil,2014,-0.13278457950058
Brazil,2015,-0.6460286339798
Brazil,2016,-0.32860580089763
Brazil,2017,0.92301813019433
Brazil,2018,-0.85217327280594
Brazil,2019,1.0159141556542
Brazil,2020,-0.87629730473117
Brazil,2021,1.2717917538412
Brazil,2022,1.7203403814957
Brazil,2005,0.28225724507079
Brazil,2006,2.5462090251165
Brazil,2007,0.50580401744324
Brazil,2008,1.2062977792894
Brazil,2009,-0.60493391617006
Brazil,2010,0.99871173117577
Brazil,2011,0.4228215383865
Brazil,2012,-0.34176490156956
Brazil,2013,-0.01933743208663
Brazil,2014,-0.13278457950058
Brazil,2015,-0.6460286339798
Brazil,2016,-0.32860580089763
Brazil,2017,0.92301813019433
Brazil,2018,-0.85217327280594
Brazil,2019,1.0159141556542
Brazil,2020,-0.87629730473117
Brazil,2021,1.2717917538412
Brazil,2022,1.7203403814957
Canada,2005,2.3468004045556
Canada,2006,3.5028684051509
Canada,2007,4.3992989690627
Canada,2008,5.1025501065939
Canada,2009,2.8812060671223
Canada,2010,2.1468151122585
Canada,2011,2.9076856790931
Canada,2012,3.0560063923251
Canada,2013,3.106491571102
Canada,2014,3.3378568841019
Canada,2015,4.3345070048274
Canada,2016,4.5496286162686
Canada,2017,4.6189464369506
Canada,2018,3.3638365620245
Canada,2019,4.4433407120967
Canada,2020,2.5757162118867
Canada,2021,4.8465595862619
Canada,2022,3.6769552766484
Canada,2005,2.3468004045556
Canada,2006,3.5028684051509
Canada,2007,4.3992989690627
Canada,2008,5.1025501065939
Canada,2009,2.8812060671223
Canada,2010,2.1468151122585
Canada,2011,2.9076856790931
Canada,2012,3.0560063923251
Canada,2013,3.106491571102
Canada,2014,3.3378568841019
Canada,2015,4.3345070048274
Canada,2016,4.5496286162686
Canada,2017,4.6189464369506
Canada,2018,3.3638365620245
Canada,2019,4.4433407120967
Canada,2020,2.5757162118867
Canada,2021,4.8465595862619
Canada,2022,3.6769552766484
Canada,2005,2.3468004045556
Canada,2006,3.5028684051509
Canada,2007,4.3992989690627
Canada,2008,5.1025501065939
Canada,2009,2.8812060671223
Canada,2010,2.1468151122585
Canada,2011,2.9076856790931
Canada,2012,3.0560063923251
Canada,2013,3.106491571102
Canada,2014,3.3378568841019
Canada,2015,4.3345070048274
Canada,2016,4.5496286162686
Canada,2017,4.6189464369506
Canada,2018,3.3638365620245
Canada,2019,4.4433407120967
Canada,2020,2.5757162118867
Canada,2021,4.8465595862619
Canada,2022,3.6769552766484
Canada,2005,2.3468004045556
Canada,2006,3.5028684051509
Canada,2007,4.3992989690627
Canada,2008,5.1025501065939
Canada,2009,2.8812060671223
Canada,2010,2.1468151122585
Canada,2011,2.9076856790931
Canada,2012,3.0560063923251
Canada,2013,3.106491571102
Canada,2014,3.3378568841019
Canada,2015,4.3345070048274
Canada,2016,4.5496286162686
Canada,2017,4.6189464369506
Canada,2018,3.3638365620245
Canada,2019,4.4433407120967
Canada,2020,2.5757162118867
Canada,2021,4.8465595862619
Canada,2022,3.6769552766484
Canada,2005,2.3468004045556
Canada,2006,3.5028684051509
Canada,2007,4.3992989690627
Canada,2008,5.1025501065939
Canada,2009,2.8812060671223
Canada,2010,2.1468151122585
Canada,2011,2.9076856790931
Canada,2012,3.0560063923251
Canada,2013,3.106491571102
Canada,2014,3.3378568841019
Canada,2015,4.3345070048274
Canada,2016,4.5496286162686
Canada,2017,4.6189464369506
Canada,2018,3.3638365620245
Canada,2019,4.4433407120967
Canada,2020,2.5757162118867
Canada,2021,4.8465595862619
Canada,2022,3.6769552766484
Canada,2005,2.3468004045556
Canada,2006,3.5028684051509
Canada,2007,4.3992989690627
Canada,2008,5.1025501065939
Canada,2009,2.8812060671223
Canada,2010,2.1468151122585
Canada,2011,2.9076856790931
Canada,2012,3.0560063923251
Canada,2013,3.106491571102
Canada,2014,3.3378568841019
Canada,2015,4.3345070048274
Canada,2016,4.5496286162686
Canada,2017,4.6189464369506
Canada,2018,3.3638365620245
Canada,2019,4.4433407120967
Canada,2020,2.5757162118867
Canada,2021,4.8465595862619
Canada,2022,3.6769552766484
Switzerland,2014,0.10041185119959
Switzerland,2015,11.120991960172
Switzerland,2016,14.281107811903
Switzerland,2017,4.0761297275453
Switzerland,2018,8.9663999162669
Switzerland,2019,-6.5703658578219
Switzerland,2020,-5.4122173008783
Switzerland,2021,-8.9264337392823
Switzerland,2022,-2.9239781088996
Switzerland,2014,0.10041185119959
Switzerland,2015,11.120991960172
Switzerland,2016,14.281107811903
Switzerland,2017,4.0761297275453
Switzerland,2018,8.9663999162669
Switzerland,2019,-6.5703658578219
Switzerland,2020,-5.4122173008783
Switzerland,2021,-8.9264337392823
Switzerland,2022,-2.9239781088996
Switzerland,2014,0.10041185119959
Switzerland,2015,11.120991960172
Switzerland,2016,14.281107811903
Switzerland,2017,4.0761297275453
Switzerland,2018,8.9663999162669
Switzerland,2019,-6.5703658578219
Switzerland,2020,-5.4122173008783
Switzerland,2021,-8.9264337392823
Switzerland,2022,-2.9239781088996
Chile,2005,1.7454931938029
Chile,2006,1.4378565796564
Chile,2007,2.811679480129
Chile,2008,5.093413572269
Chile,2009,4.219643130085
Chile,2010,4.3577911926649
Chile,2011,8.0613028406022
Chile,2012,5.5548131471899
Chile,2013,5.2318907361065
Chile,2014,3.9005065247601
Chile,2015,7.3604909699064
Chile,2016,2.8222115662952
Chile,2017,1.4445960566584
Chile,2018,2.3474697584681
Chile,2019,4.0106599843555
Chile,2020,2.4567305246419
Chile,2021,3.6499897961587
Chile,2022,3.773279829904
Chile,2005,1.7454931938029
Chile,2006,1.4378565796564
Chile,2007,2.811679480129
Chile,2008,5.093413572269
Chile,2009,4.219643130085
Chile,2010,4.3577911926649
Chile,2011,8.0613028406022
Chile,2012,5.5548131471899
Chile,2013,5.2318907361065
Chile,2014,3.9005065247601
Chile,2015,7.3604909699064
Chile,2016,2.8222115662952
Chile,2017,1.4445960566584
Chile,2018,2.3474697584681
Chile,2019,4.0106599843555
Chile,2020,2.4567305246419
Chile,2021,3.6499897961587
Chile,2022,3.773279829904
Chile,2005,1.7454931938029
Chile,2006,1.4378565796564
Chile,2007,2.811679480129
Chile,2008,5.093413572269
Chile,2009,4.219643130085
Chile,2010,4.3577911926649
Chile,2011,8.0613028406022
Chile,2012,5.5548131471899
Chile,2013,5.2318907361065
Chile,2014,3.9005065247601
Chile,2015,7.3604909699064
Chile,2016,2.8222115662952
Chile,2017,1.4445960566584
Chile,2018,2.3474697584681
Chile,2019,4.0106599843555
Chile,2020,2.4567305246419
Chile,2021,3.6499897961587
Chile,2022,3.773279829904
Chile,2005,1.7454931938029
Chile,2006,1.4378565796564
Chile,2007,2.811679480129
Chile,2008,5.093413572269
Chile,2009,4.219643130085
Chile,2010,4.3577911926649
Chile,2011,8.0613028406022
Chile,2012,5.5548131471899
Chile,2013,5.2318907361065
Chile,2014,3.9005065247601
Chile,2015,7.3604909699064
Chile,2016,2.8222115662952
Chile,2017,1.4445960566584
Chile,2018,2.3474697584681
Chile,2019,4.0106599843555
Chile,2020,2.4567305246419
Chile,2021,3.6499897961587
Chile,2022,3.773279829904
Chile,2005,1.7454931938029
Chile,2006,1.4378565796564
Chile,2007,2.811679480129
Chile,2008,5.093413572269
Chile,2009,4.219643130085
Chile,2010,4.3577911926649
Chile,2011,8.0613028406022
Chile,2012,5.5548131471899
Chile,2013,5.2318907361065
Chile,2014,3.9005065247601
Chile,2015,7.3604909699064
Chile,2016,2.8222115662952
Chile,2017,1.4445960566584
Chile,2018,2.3474697584681
Chile,2019,4.0106599843555
Chile,2020,2.4567305246419
Chile,2021,3.6499897961587
Chile,2022,3.773279829904
Chile,2005,1.7454931938029
Chile,2006,1.4378565796564
Chile,2007,2.811679480129
Chile,2008,5.093413572269
Chile,2009,4.219643130085
Chile,2010,4.3577911926649
Chile,2011,8.0613028406022
Chile,2012,5.5548131471899
Chile,2013,5.2318907361065
Chile,2014,3.9005065247601
Chile,2015,7.3604909699064
Chile,2016,2.8222115662952
Chile,2017,1.4445960566584
Chile,2018,2.3474697584681
Chile,2019,4.0106599843555
Chile,2020,2.4567305246419
Chile,2021,3.6499897961587
Chile,2022,3.773279829904
China,2005,0.6006036454162
China,2006,0.86959173420887
China,2007,0.48318924567884
China,2008,1.2350483120893
China,2009,0.86030280277298
China,2010,0.95205795318709
China,2011,0.64120173041132
China,2012,0.76139202162766
China,2013,0.76245867671641
China,2014,1.1753910418345
China,2015,1.5765450671125
China,2016,1.9266304604342
China,2017,1.1233732081819
China,2018,1.0293455004773
China,2019,0.95875561630266
China,2020,1.0465923438369
China,2021,1.0033282363267
China,2022,0.83332894936337
China,2005,0.6006036454162
China,2006,0.86959173420887
China,2007,0.48318924567884
China,2008,1.2350483120893
China,2009,0.86030280277298
China,2010,0.95205795318709
China,2011,0.64120173041132
China,2012,0.76139202162766
China,2013,0.76245867671641
China,2014,1.1753910418345
China,2015,1.5765450671125
China,2016,1.9266304604342
China,2017,1.1233732081819
China,2018,1.0293455004773
China,2019,0.95875561630266
China,2020,1.0465923438369
China,2021,1.0033282363267
China,2022,0.83332894936337
China,2005,0.6006036454162
China,2006,0.86959173420887
China,2007,0.48318924567884
China,2008,1.2350483120893
China,2009,0.86030280277298
China,2010,0.95205795318709
China,2011,0.64120173041132
China,2012,0.76139202162766
China,2013,0.76245867671641
China,2014,1.1753910418345
China,2015,1.5765450671125
China,2016,1.9266304604342
China,2017,1.1233732081819
China,2018,1.0293455004773
China,2019,0.95875561630266
China,2020,1.0465923438369
China,2021,1.0033282363267
China,2022,0.83332894936337
China,2005,0.6006036454162
China,2006,0.86959173420887
China,2007,0.48318924567884
China,2008,1.2350483120893
China,2009,0.86030280277298
China,2010,0.95205795318709
China,2011,0.64120173041132
China,2012,0.76139202162766
China,2013,0.76245867671641
China,2014,1.1753910418345
China,2015,1.5765450671125
China,2016,1.9266304604342
China,2017,1.1233732081819
China,2018,1.0293455004773
China,2019,0.95875561630266
China,2020,1.0465923438369
China,2021,1.0033282363267
China,2022,0.83332894936337
China,2005,0.6006036454162
China,2006,0.86959173420887
